noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.807200,0.000000,0.000000,0.000000
brightness, 1, 0.744900,0.000010,0.000000,10.000000
brightness, 2, 0.799700,0.000010,0.000000,10.000000
brightness, 4, 0.816800,0.000010,0.000000,10.000000
brightness, 6, 0.823800,0.000010,0.000000,10.000000
brightness, 8, 0.831400,0.000010,0.000000,10.000000
brightness, 10, 0.831600,0.000010,0.000000,10.000000
brightness, 12, 0.833600,0.000010,0.000000,10.000000
brightness, 14, 0.837100,0.000010,0.000000,10.000000
brightness, 16, 0.836700,0.000010,0.000000,10.000000
brightness, 18, 0.820700,0.000010,0.000000,10.000000
brightness, 20, 0.827100,0.000010,0.000000,10.000000
brightness, 22, 0.828600,0.000010,0.000000,10.000000
brightness, 24, 0.829800,0.000010,0.000000,10.000000
brightness, 26, 0.833300,0.000010,0.000000,10.000000
brightness, 28, 0.833600,0.000010,0.000000,10.000000
brightness, 30, 0.832400,0.000010,0.000000,10.000000
brightness, 32, 0.833800,0.000010,0.000000,10.000000
brightness, 34, 0.819600,0.000010,0.000000,10.000000
brightness, 36, 0.822800,0.000010,0.000000,10.000000
brightness, 38, 0.826900,0.000010,0.000000,10.000000
brightness, 40, 0.825900,0.000010,0.000000,10.000000
brightness, 42, 0.827100,0.000010,0.000000,10.000000
brightness, 44, 0.826800,0.000010,0.000000,10.000000
brightness, 46, 0.824400,0.000010,0.000000,10.000000
brightness, 48, 0.827200,0.000010,0.000000,10.000000
brightness, 50, 0.817500,0.000010,0.000000,10.000000
brightness, 52, 0.819900,0.000010,0.000000,10.000000
brightness, 54, 0.823900,0.000010,0.000000,10.000000
brightness, 56, 0.824600,0.000010,0.000000,10.000000
brightness, 58, 0.823600,0.000010,0.000000,10.000000
brightness, 60, 0.823800,0.000010,0.000000,10.000000
brightness, 62, 0.825300,0.000010,0.000000,10.000000
brightness, 64, 0.825700,0.000010,0.000000,10.000000
brightness, 66, 0.816400,0.000010,0.000000,10.000000
brightness, 68, 0.819600,0.000010,0.000000,10.000000
brightness, 70, 0.820300,0.000010,0.000000,10.000000
brightness, 72, 0.822800,0.000010,0.000000,10.000000
brightness, 74, 0.821600,0.000010,0.000000,10.000000
brightness, 76, 0.821500,0.000010,0.000000,10.000000
brightness, 78, 0.821600,0.000010,0.000000,10.000000
brightness, 80, 0.821200,0.000010,0.000000,10.000000
brightness, 82, 0.818400,0.000010,0.000000,10.000000
brightness, 84, 0.820000,0.000010,0.000000,10.000000
brightness, 86, 0.823300,0.000010,0.000000,10.000000
brightness, 88, 0.822300,0.000010,0.000000,10.000000
brightness, 90, 0.822200,0.000010,0.000000,10.000000
brightness, 92, 0.821800,0.000010,0.000000,10.000000
brightness, 94, 0.823400,0.000010,0.000000,10.000000
brightness, 96, 0.823500,0.000010,0.000000,10.000000
brightness, 98, 0.822200,0.000010,0.000000,10.000000
brightness, 100, 0.824300,0.000010,0.000000,10.000000
contrast, 0, 0.201100,0.000000,0.000000,0.000000
