noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.807200,0.000000,0.000000,0.000000
brightness, 1, 0.779400,0.000010,0.000000,10.000000
brightness, 2, 0.812700,0.000010,0.000000,10.000000
brightness, 4, 0.827100,0.000010,0.000000,10.000000
brightness, 6, 0.827400,0.000010,0.000000,10.000000
brightness, 8, 0.834100,0.000010,0.000000,10.000000
brightness, 10, 0.834300,0.000010,0.000000,10.000000
brightness, 12, 0.836500,0.000010,0.000000,10.000000
brightness, 14, 0.839500,0.000010,0.000000,10.000000
brightness, 16, 0.838400,0.000010,0.000000,10.000000
brightness, 18, 0.827200,0.000010,0.000000,10.000000
brightness, 20, 0.831600,0.000010,0.000000,10.000000
brightness, 22, 0.833800,0.000010,0.000000,10.000000
brightness, 24, 0.833800,0.000010,0.000000,10.000000
brightness, 26, 0.836300,0.000010,0.000000,10.000000
brightness, 28, 0.833700,0.000010,0.000000,10.000000
brightness, 30, 0.834200,0.000010,0.000000,10.000000
brightness, 32, 0.836000,0.000010,0.000000,10.000000
brightness, 34, 0.827000,0.000010,0.000000,10.000000
brightness, 36, 0.828300,0.000010,0.000000,10.000000
brightness, 38, 0.830500,0.000010,0.000000,10.000000
brightness, 40, 0.829000,0.000010,0.000000,10.000000
brightness, 42, 0.829800,0.000010,0.000000,10.000000
brightness, 44, 0.829600,0.000010,0.000000,10.000000
brightness, 46, 0.828900,0.000010,0.000000,10.000000
brightness, 48, 0.828800,0.000010,0.000000,10.000000
brightness, 50, 0.825300,0.000010,0.000000,10.000000
brightness, 52, 0.823400,0.000010,0.000000,10.000000
brightness, 54, 0.826900,0.000010,0.000000,10.000000
brightness, 56, 0.828000,0.000010,0.000000,10.000000
brightness, 58, 0.828300,0.000010,0.000000,10.000000
brightness, 60, 0.827000,0.000010,0.000000,10.000000
brightness, 62, 0.828500,0.000010,0.000000,10.000000
brightness, 64, 0.827600,0.000010,0.000000,10.000000
brightness, 66, 0.825400,0.000010,0.000000,10.000000
brightness, 68, 0.822900,0.000010,0.000000,10.000000
brightness, 70, 0.824400,0.000010,0.000000,10.000000
brightness, 72, 0.826400,0.000010,0.000000,10.000000
brightness, 74, 0.825700,0.000010,0.000000,10.000000
brightness, 76, 0.823900,0.000010,0.000000,10.000000
brightness, 78, 0.824600,0.000010,0.000000,10.000000
brightness, 80, 0.824200,0.000010,0.000000,10.000000
brightness, 82, 0.820800,0.000010,0.000000,10.000000
brightness, 84, 0.824800,0.000010,0.000000,10.000000
brightness, 86, 0.825300,0.000010,0.000000,10.000000
