noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.807200,0.000000,0.000000,0.000000
brightness, 1, 0.781000,0.000010,1.000000,10.000000
brightness, 2, 0.817800,0.000010,1.000000,10.000000
brightness, 4, 0.837700,0.000010,1.000000,10.000000
brightness, 6, 0.833800,0.000010,1.000000,10.000000
brightness, 8, 0.835400,0.000010,1.000000,10.000000
brightness, 10, 0.837200,0.000010,1.000000,10.000000
brightness, 12, 0.839500,0.000010,1.000000,10.000000
brightness, 14, 0.841200,0.000010,1.000000,10.000000
brightness, 16, 0.839500,0.000010,1.000000,10.000000
brightness, 18, 0.820400,0.000010,1.000000,10.000000
brightness, 20, 0.822100,0.000010,1.000000,10.000000
brightness, 22, 0.825800,0.000010,1.000000,10.000000
brightness, 24, 0.828700,0.000010,1.000000,10.000000
brightness, 26, 0.833200,0.000010,1.000000,10.000000
brightness, 28, 0.831900,0.000010,1.000000,10.000000
brightness, 30, 0.832100,0.000010,1.000000,10.000000
brightness, 32, 0.833300,0.000010,1.000000,10.000000
brightness, 34, 0.818500,0.000010,1.000000,10.000000
brightness, 36, 0.820100,0.000010,1.000000,10.000000
brightness, 38, 0.822400,0.000010,1.000000,10.000000
brightness, 40, 0.822900,0.000010,1.000000,10.000000
brightness, 42, 0.822000,0.000010,1.000000,10.000000
brightness, 44, 0.822800,0.000010,1.000000,10.000000
brightness, 46, 0.820300,0.000010,1.000000,10.000000
brightness, 48, 0.820400,0.000010,1.000000,10.000000
brightness, 50, 0.814400,0.000010,1.000000,10.000000
brightness, 52, 0.815300,0.000010,1.000000,10.000000
brightness, 54, 0.816400,0.000010,1.000000,10.000000
brightness, 56, 0.816800,0.000010,1.000000,10.000000
brightness, 58, 0.817700,0.000010,1.000000,10.000000
brightness, 60, 0.817300,0.000010,1.000000,10.000000
brightness, 62, 0.818400,0.000010,1.000000,10.000000
brightness, 64, 0.818100,0.000010,1.000000,10.000000
brightness, 66, 0.817300,0.000010,1.000000,10.000000
brightness, 68, 0.814600,0.000010,1.000000,10.000000
brightness, 70, 0.817500,0.000010,1.000000,10.000000
brightness, 72, 0.816700,0.000010,1.000000,10.000000
brightness, 74, 0.815300,0.000010,1.000000,10.000000
brightness, 76, 0.815800,0.000010,1.000000,10.000000
brightness, 78, 0.816500,0.000010,1.000000,10.000000
brightness, 80, 0.815600,0.000010,1.000000,10.000000
brightness, 82, 0.813700,0.000010,1.000000,10.000000
brightness, 84, 0.813800,0.000010,1.000000,10.000000
brightness, 86, 0.814200,0.000010,1.000000,10.000000
brightness, 88, 0.815200,0.000010,1.000000,10.000000
brightness, 90, 0.815700,0.000010,1.000000,10.000000
brightness, 92, 0.816000,0.000010,1.000000,10.000000
brightness, 94, 0.817800,0.000010,1.000000,10.000000
brightness, 96, 0.818300,0.000010,1.000000,10.000000
brightness, 98, 0.818500,0.000010,1.000000,10.000000
brightness, 100, 0.815900,0.000010,1.000000,10.000000
contrast, 0, 0.201100,0.000000,0.000000,0.000000
contrast, 1, 0.275200,0.000010,1.000000,10.000000
contrast, 2, 0.277000,0.000010,1.000000,10.000000
contrast, 4, 0.254600,0.000010,1.000000,10.000000
contrast, 6, 0.291000,0.000010,1.000000,10.000000
contrast, 8, 0.359900,0.000010,1.000000,10.000000
contrast, 10, 0.342000,0.000010,1.000000,10.000000
contrast, 12, 0.318500,0.000010,1.000000,10.000000
contrast, 14, 0.418200,0.000010,1.000000,10.000000
contrast, 16, 0.443000,0.000010,1.000000,10.000000
contrast, 18, 0.608300,0.000010,1.000000,10.000000
contrast, 20, 0.614700,0.000010,1.000000,10.000000
contrast, 22, 0.623500,0.000010,1.000000,10.000000
contrast, 24, 0.628400,0.000010,1.000000,10.000000
contrast, 26, 0.626900,0.000010,1.000000,10.000000
contrast, 28, 0.622500,0.000010,1.000000,10.000000
contrast, 30, 0.621300,0.000010,1.000000,10.000000
contrast, 32, 0.615900,0.000010,1.000000,10.000000
contrast, 34, 0.694400,0.000010,1.000000,10.000000
contrast, 36, 0.694600,0.000010,1.000000,10.000000
contrast, 38, 0.696100,0.000010,1.000000,10.000000
contrast, 40, 0.694800,0.000010,1.000000,10.000000
contrast, 42, 0.693300,0.000010,1.000000,10.000000
contrast, 44, 0.691600,0.000010,1.000000,10.000000
contrast, 46, 0.686900,0.000010,1.000000,10.000000
contrast, 48, 0.687900,0.000010,1.000000,10.000000
contrast, 50, 0.701300,0.000010,1.000000,10.000000
contrast, 52, 0.708300,0.000010,1.000000,10.000000
