noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.807200,0.000000,0.000000,0.000000
brightness, 1, 0.789500,0.000010,1.000000,10.000000
brightness, 2, 0.815500,0.000010,1.000000,10.000000
brightness, 4, 0.836000,0.000010,1.000000,10.000000
brightness, 6, 0.834200,0.000010,1.000000,10.000000
brightness, 8, 0.836500,0.000010,1.000000,10.000000
brightness, 10, 0.838400,0.000010,1.000000,10.000000
brightness, 12, 0.841900,0.000010,1.000000,10.000000
brightness, 14, 0.842700,0.000010,1.000000,10.000000
brightness, 16, 0.841200,0.000010,1.000000,10.000000
brightness, 18, 0.829600,0.000010,1.000000,10.000000
brightness, 20, 0.833000,0.000010,1.000000,10.000000
brightness, 22, 0.834200,0.000010,1.000000,10.000000
brightness, 24, 0.837200,0.000010,1.000000,10.000000
brightness, 26, 0.838300,0.000010,1.000000,10.000000
brightness, 28, 0.837900,0.000010,1.000000,10.000000
brightness, 30, 0.838100,0.000010,1.000000,10.000000
brightness, 32, 0.839500,0.000010,1.000000,10.000000
brightness, 34, 0.831700,0.000010,1.000000,10.000000
brightness, 36, 0.830800,0.000010,1.000000,10.000000
brightness, 38, 0.834200,0.000010,1.000000,10.000000
brightness, 40, 0.834000,0.000010,1.000000,10.000000
brightness, 42, 0.833200,0.000010,1.000000,10.000000
brightness, 44, 0.834100,0.000010,1.000000,10.000000
brightness, 46, 0.832900,0.000010,1.000000,10.000000
brightness, 48, 0.833100,0.000010,1.000000,10.000000
brightness, 50, 0.829900,0.000010,1.000000,10.000000
brightness, 52, 0.829100,0.000010,1.000000,10.000000
brightness, 54, 0.830500,0.000010,1.000000,10.000000
brightness, 56, 0.830900,0.000010,1.000000,10.000000
brightness, 58, 0.831700,0.000010,1.000000,10.000000
brightness, 60, 0.831600,0.000010,1.000000,10.000000
brightness, 62, 0.831200,0.000010,1.000000,10.000000
brightness, 64, 0.831700,0.000010,1.000000,10.000000
brightness, 66, 0.828600,0.000010,1.000000,10.000000
brightness, 68, 0.827300,0.000010,1.000000,10.000000
brightness, 70, 0.828000,0.000010,1.000000,10.000000
brightness, 72, 0.829300,0.000010,1.000000,10.000000
brightness, 74, 0.827800,0.000010,1.000000,10.000000
brightness, 76, 0.827300,0.000010,1.000000,10.000000
brightness, 78, 0.827100,0.000010,1.000000,10.000000
brightness, 80, 0.826800,0.000010,1.000000,10.000000
brightness, 82, 0.824900,0.000010,1.000000,10.000000
brightness, 84, 0.827700,0.000010,1.000000,10.000000
brightness, 86, 0.825900,0.000010,1.000000,10.000000
brightness, 88, 0.827500,0.000010,1.000000,10.000000
brightness, 90, 0.827800,0.000010,1.000000,10.000000
